Open Time,Open,High,Low,Close,Volume,Close Time,EMA9,EMA60,EMA200,RSI,RSI_SMA,StochRSI_%K,StochRSI_%D,MACD,MACD_Signal,MACD_Hist
2019-09-11 13:00:00,10091.53,10097.65,9884.31,10067.46,1416.504,2019-09-11 16:59:59,10156.022760248035,,,33.688108362712,,,,,,
2019-09-11 17:00:00,10068.41,10138.01,9988.69,10070.53,1031.664,2019-09-11 20:59:59,10138.924208198428,,,34.053891702886276,,,,,,
2019-09-11 21:00:00,10062.34,10101.38,9973.15,9991.84,1826.186,2019-09-12 00:59:59,10109.507366558742,,,29.55388701385904,,,,,,
2019-09-12 01:00:00,9992.18,10123.29,9934.11,10077.6,2623.529,2019-09-12 04:59:59,10103.125893246994,,,39.01267914822897,,,,,,
2019-09-12 05:00:00,10073.64,10184.66,10064.11,10159.55,2622.058,2019-09-12 08:59:59,10114.410714597594,,,46.416540314325104,,,,,,
2019-09-12 09:00:00,10163.06,10205.46,10085.88,10113.43,2704.325,2019-09-12 12:59:59,10114.214571678076,,,43.235397332517536,,,,,,
2019-09-12 13:00:00,10116.97,10129.19,10042.12,10078.96,2502.598,2019-09-12 16:59:59,10107.16365734246,,,40.975092401457886,37.54564209166139,,,,,
2019-09-12 17:00:00,10079.76,10187.9,10076.95,10170.93,2531.512,2019-09-12 20:59:59,10119.91692587397,,,48.68364693196778,38.9855353384799,,,,,
2019-09-12 21:00:00,10170.0,10365.15,10170.0,10326.58,2529.0,2019-09-13 00:59:59,10161.249540699177,,,58.549874067085845,41.57434636389338,,,,,
2019-09-13 01:00:00,10327.25,10349.91,10239.42,10308.8,2724.169,2019-09-13 04:59:59,10190.759632559342,,,57.19706536988647,44.18645269802388,,,,,
2019-09-13 05:00:00,10301.82,10450.13,10300.85,10415.13,2618.03,2019-09-13 08:59:59,10235.633706047474,,,62.741358436192705,47.37394900172459,,,-0.7389871781560942,,
2019-09-13 09:00:00,10414.96,10440.55,10329.3,10364.64,2483.692,2019-09-13 12:59:59,10261.43496483798,,,58.843674178452716,50.628369797790555,,,10.955004263771116,,
2019-09-13 13:00:00,10364.82,10399.81,10267.89,10284.03,3589.585,2019-09-13 16:59:59,10265.953971870384,,,53.16500190948167,52.20085010459641,,,13.561692666831732,,
2019-09-13 17:00:00,10283.68,10327.14,10251.99,10306.52,3343.982,2019-09-13 20:59:59,10274.067177496307,,,54.484744480143554,53.09731723413179,0.7817383708452056,,17.2434947755919,,
2019-09-13 21:00:00,10306.52,10344.0,10270.0,10296.57,3556.49,2019-09-14 00:59:59,10278.567741997045,,,53.762939238667265,54.26704411259288,0.730707718593642,,19.137858310654337,,
2019-09-14 01:00:00,10294.81,10310.08,10186.34,10210.25,3278.396,2019-09-14 04:59:59,10264.904193597638,,,47.84155268286416,55.02998414386024,0.6772392559633428,0.7298951151340635,13.518025088145805,,
2019-09-14 05:00:00,10210.25,10355.85,10153.51,10341.34,3000.576,2019-09-14 08:59:59,10280.19135487811,,,55.802751315592765,55.82099574204079,0.6626968200051597,0.6902145981873815,19.418292220503645,,
2019-09-14 09:00:00,10343.01,10353.72,10267.08,10280.77,3297.903,2019-09-14 12:59:59,10280.30708390249,,,51.86371385319543,55.07808905160852,0.5862930059614575,0.64207636064332,18.987922683512807,,
2019-09-14 13:00:00,10280.58,10330.61,10259.75,10316.67,2973.282,2019-09-14 16:59:59,10287.579667121992,,,53.93905227730921,54.71608759687771,0.6011454918406239,0.6167117726024137,21.298169653864534,14.911859739242306,6.3863099146222275
2019-09-14 17:00:00,10319.07,10348.0,10287.53,10291.93,3337.285,2019-09-14 20:59:59,10288.449733697595,,,52.26668659859292,53.55223517047774,0.5382055496433561,0.5752146824818126,20.891916771333854,16.107871145660617,4.784045625673237
2019-09-14 21:00:00,10292.13,10396.4,10222.77,10358.0,4138.968,2019-09-15 00:59:59,10302.359786958077,,,56.17458502054348,53.25566970848783,0.5578785673405551,0.5657432029415118,25.606084264831225,18.00751376949474,7.598570495336485
2019-09-15 01:00:00,10355.61,10398.0,10325.41,10363.8,3532.679,2019-09-15 04:59:59,10314.647829566462,,,56.5111800344844,53.627467277932574,0.5532995888845577,0.5497945686228229,29.470391169825234,20.30008924956084,9.170301920264393
2019-09-15 05:00:00,10363.63,10419.97,10317.39,10332.25,3376.507,2019-09-15 08:59:59,10318.168263653171,,,54.07808539484632,53.58228293512177,0.5198992252206642,0.5436924604819257,29.64532801938185,22.169137003525044,7.476191015856806
2019-09-15 09:00:00,10333.47,10359.2,10024.81,10303.39,3539.363,2019-09-15 12:59:59,10315.212610922537,,,51.877757196070185,53.372818263722095,0.4237720699273051,0.49899029467750905,27.142326086477624,23.16377482011556,3.9785512663620644
2019-09-15 13:00:00,10302.49,10326.59,10273.21,10308.96,3019.367,2019-09-15 16:59:59,10313.96208873803,,,52.281308021358164,53.866124412443654,0.3643302446414129,0.43600051326312744,25.316300912987572,23.594280038689963,1.722020874297609
2019-09-15 17:00:00,10308.08,10320.0,10268.55,10296.63,3250.042,2019-09-15 20:59:59,10310.495670990425,,,51.25661248329946,53.36099787552217,0.3561122765270788,0.38140486369859894,22.613559812241874,23.39813599340035,-0.7845761811584744
2019-09-15 21:00:00,10296.54,10317.29,10252.28,10306.37,3755.871,2019-09-16 00:59:59,10309.670536792342,,,52.056010621813506,53.38236418314641,0.42785487707310615,0.38276579941386596,21.015303282458262,22.92156945121193,-1.9062661687536675
2019-09-16 01:00:00,10306.79,10332.61,10280.14,10294.68,3603.548,2019-09-16 04:59:59,10306.672429433875,,,50.97545098970717,53.05307515119062,0.4138361665651107,0.39926777338843183,18.591081747357748,22.055471910441096,-3.4643901630833476
2019-09-16 05:00:00,10294.46,10316.45,10265.32,10302.22,3368.064,2019-09-16 08:59:59,10305.7819435471,,,51.67226332651053,52.987028120959245,0.4298172780305836,0.42383610722293347,17.081380182849898,21.060653564922855,-3.9792733820729573
2019-09-16 09:00:00,10302.0,10353.81,10300.0,10300.07,3490.788,2019-09-16 12:59:59,10304.639554837679,,,51.4477097030334,52.46181975234701,0.2962151053318594,0.3799561833091845,15.532395992049715,19.955002050348227,-4.422606058298513
2019-09-16 13:00:00,10300.24,10325.0,10279.69,10302.3,3131.662,2019-09-16 16:59:59,10304.171643870144,,,51.682251559036935,51.925272143963966,0.21828163852881333,0.3147713406304188,14.319688765730461,18.827939393424675,-4.508250627694213
2019-09-16 17:00:00,10301.95,10316.71,10275.74,10282.74,3112.623,2019-09-16 20:59:59,10299.885315096117,,,49.42685812354699,51.4084691138196,0.07099692880671814,0.19516455755579695,11.64603280475967,17.391558075691673,-5.745525270932003
2019-09-16 21:00:00,10282.03,10282.03,10115.0,10120.07,3548.878,2019-09-17 00:59:59,10263.922252076893,,,35.53729574457368,49.59286228587554,0.04255992081094886,0.1106128293821601,-3.5579544330939825,13.201655573934541,-16.759610007028524
2019-09-17 01:00:00,10117.4,10160.39,10080.7,10124.17,3419.057,2019-09-17 04:59:59,10235.971801661515,,,36.02526797350099,47.78663561389141,0.007755235386736624,0.04043736166813454,-15.102298229894586,7.540864813168717,-22.643163043063304
2019-09-17 05:00:00,10120.37,10329.38,10119.29,10249.27,3482.629,2019-09-17 08:59:59,10238.631441329213,,,48.76855177243475,47.51018442379532,0.21803667944310903,0.08945061188026483,-13.995418888584027,3.233608072818168,-17.229026961402194
2019-09-17 09:00:00,10257.3,10261.36,10175.2,10224.09,3556.014,2019-09-17 12:59:59,10235.72315306337,,,46.750010240553515,46.92062882587755,0.4196231042481056,0.21513833969265042,-14.977374744954432,-0.40858849073635195,-14.568786254218079
2019-09-17 13:00:00,10225.02,10230.79,10165.0,10201.89,3853.531,2019-09-17 16:59:59,10228.956522450697,,,44.982259494591595,46.25471865975359,0.5998945615060649,0.4125181150657598,-17.34697121652789,-3.7962650358946597,-13.550706180633231
2019-09-17 17:00:00,10202.92,10205.81,10136.77,10163.0,3791.041,2019-09-17 20:59:59,10215.765217960557,,,41.987068479089544,45.17858589892904,0.5180127034807828,0.5125101230783178,-22.10814256928279,-7.458640542572287,-14.649502026710504
2019-09-17 21:00:00,10162.7,10244.27,10151.62,10201.14,3859.972,2019-09-18 00:59:59,10212.840174368446,,,45.79877773609319,44.55092679149124,0.523494081624917,0.5471337822039216,-22.543953257971225,-10.475703085652075,-12.06825017231915
2019-09-18 01:00:00,10201.09,10262.49,10200.39,10255.91,3683.462,2019-09-18 04:59:59,10221.454139494757,,,50.79822990693535,44.452702163479955,0.6434197988332179,0.5616421946463058,-18.259372421382068,-12.032436952798074,-6.226935468583994
2019-09-18 05:00:00,10256.52,10270.63,10171.37,10186.52,3775.587,2019-09-18 08:59:59,10214.467311595807,,,45.11990377497733,43.974151680305546,0.7128654539727309,0.6265931114769553,-20.229807692756367,-13.671911100789735,-6.557896591966632
2019-09-18 09:00:00,10183.87,10256.65,10183.87,10206.05,3573.478,2019-09-18 12:59:59,10212.783849276646,,,46.918385046352,45.23871715828092,0.7407748462245664,0.6990200330101718,-19.985108173832487,-14.934550515398286,-5.050557658434201
2019-09-18 13:00:00,10206.02,10228.41,10185.6,10198.54,3431.504,2019-09-18 16:59:59,10209.935079421317,,,46.29017874223671,46.379262799251556,0.6548295061799241,0.7028232687924071,-20.16472982511368,-15.980586377341364,-4.184143447772318
2019-09-18 17:00:00,10199.39,10199.47,10150.0,10156.12,3257.517,2019-09-18 20:59:59,10199.172063537055,,,42.80393059147991,45.7165271124788,0.607013267471223,0.6675392066252378,-23.459593172130553,-17.476387736299202,-5.983205435831351
2019-09-18 21:00:00,10156.7,10210.0,10097.92,10172.91,4003.08,2019-09-19 00:59:59,10193.919650829645,10250.839402811098,,44.58293758426064,45.47574126177958,0.5696133578075209,0.6104853771528892,-24.434319803867766,-18.867974149812916,-5.5663456540548495
2019-09-19 01:00:00,10172.84,10212.25,10132.51,10171.17,3340.706,2019-09-19 04:59:59,10189.369720663715,10248.227291243522,,44.42871129041017,45.41423590575943,0.5418149223077519,0.5728138491954985,-25.058344147208118,-20.106048149291958,-4.95229599791616
2019-09-19 05:00:00,10172.65,10211.9,10143.0,10155.16,3226.61,2019-09-19 08:59:59,10182.527776530973,10245.175904645374,,42.956253332835104,45.52192311173116,0.5481749001682457,0.5532010600945062,-26.538837930200316,-21.392606105473632,-5.146231824726684
2019-09-19 09:00:00,10154.7,10185.55,9530.02,9821.97,4653.142,2019-09-19 12:59:59,10110.41622122478,10231.300301214378,,24.648017674114897,43.17183866040024,0.35059761463098155,0.48019581236899306,-53.97559131653179,-27.909203147685268,-26.066388168846522
2019-09-19 13:00:00,9820.96,9916.0,9780.75,9872.38,3896.305,2019-09-19 16:59:59,10062.808976979824,10219.532422486038,,29.540919401656524,40.809915270924805,0.21875815836168136,0.3725102243869695,-70.83520617685826,-36.49440375351987,-34.340802423338395
2019-09-19 17:00:00,9872.71,9895.37,9820.0,9856.5,3859.26,2019-09-19 20:59:59,10021.547181583861,10207.629720109446,,28.90419545945899,39.00816990253388,0.11662211930862709,0.22865929743376334,-84.50384794860474,-46.09629259253684,-38.4075553560679
2019-09-19 21:00:00,9856.5,9893.57,9845.11,9880.36,3577.789,2019-09-20 00:59:59,9993.309745267088,10196.89956535176,,31.300198046050923,37.27281579138932,0.2014165920100385,0.17893228989344898,-92.3465291321827,-55.34633990046601,-37.00018923171668
2019-09-20 01:00:00,9882.0,10109.51,9875.25,10086.98,4871.372,2019-09-20 04:59:59,10012.043796213671,10193.295645176291,,47.72856323139387,37.432636290184554,0.4332521078853872,0.25043027306801763,-80.95619069615896,-60.468310059604605,-20.48788063655435
2019-09-20 05:00:00,10088.91,10331.62,10088.91,10245.3,5370.886,2019-09-20 08:59:59,10058.695036970938,10195.000705990182,,56.34323146507234,38.937003053917046,0.7123324999493788,0.4490003999482681,-58.48004302467052,-60.07065665261779,1.5906136279472705
2019-09-20 09:00:00,10247.7,10279.3,10154.7,10214.76,4230.857,2019-09-20 12:59:59,10089.90802957675,10195.648551695422,,54.478081074102235,40.03646344167723,0.9412558816925793,0.6956134965091151,-42.64032569772644,-56.58459046163953,13.94426476391309
2019-09-20 13:00:00,10212.78,10222.92,10148.99,10156.45,3706.694,2019-09-20 16:59:59,10103.2164236614,10194.36335327918,,51.006282892018525,40.767304730744826,0.9242567136316476,0.8592816984245353,-34.39587108889282,-52.14684658709019,17.75097549819737
2019-09-20 17:00:00,10156.11,10187.1,10121.3,10173.72,3454.159,2019-09-20 20:59:59,10117.317138929122,10193.686522024123,,51.982323288296286,41.77020139246273,0.8783937619408131,0.9146354524216799,-26.166900998336132,-46.95085746933938,20.78395647100325
2019-09-20 21:00:00,10172.45,10236.19,10141.31,10180.66,4066.386,2019-09-21 00:59:59,10129.985711143298,10193.259422941364,,52.39276564384424,44.8529511668771,0.8564628436638825,0.8863711064121144,-18.867885673847923,-41.33426311024109,22.466377436393167
2019-09-21 01:00:00,10179.55,10189.13,10070.5,10161.6,3987.006,2019-09-21 04:59:59,10136.30856891464,10192.221409074433,,51.10087000703195,47.248501234141045,0.8574576007444233,0.8641047354497063,-14.454721124189746,-35.95835471303082,21.503633588841076
2019-09-21 05:00:00,10161.4,10185.34,10070.67,10166.35,3820.808,2019-09-21 08:59:59,10142.316855131712,10191.37316615396,,51.42234562858792,49.75051791959981,0.8515684081005789,0.8551629508362949,-10.453470025462593,-30.85737777551718,20.403907750054586
2019-09-21 09:00:00,10166.56,10175.3,10116.8,10124.75,3662.893,2019-09-21 12:59:59,10138.80348410537,10189.188800050551,,48.420029843956385,51.65272145270042,0.8097878012441869,0.8396046033630631,-10.517977340985453,-26.789497688610837,16.271520347625383
2019-09-21 13:00:00,10124.35,10126.81,9963.02,10079.89,4673.538,2019-09-21 16:59:59,10127.020787284297,10185.605232835778,,45.34542978637022,51.38792884769779,0.7492587861630122,0.803538331835926,-14.027229769488258,-24.237044104786325,10.209814335298066
2019-09-21 17:00:00,10081.07,10081.07,9983.25,10046.6,3967.174,2019-09-21 20:59:59,10110.936629827438,10181.047684218212,,43.15545801100113,49.92262068613432,0.6408039726515372,0.7332835200195787,-19.272402130631235,-23.24411570995531,3.9717135793240743
2019-09-21 21:00:00,10046.6,10067.0,9912.63,10037.11,3990.876,2019-09-22 00:59:59,10096.171303861951,10176.328415883188,,42.524956725901674,48.59449575855648,0.5562645990507936,0.6487757859551143,-23.91927617847068,-23.379147803658384,-0.5401283748122978
2019-09-22 01:00:00,10037.05,10056.0,9959.97,10016.8,3519.366,2019-09-22 04:59:59,10080.297043089562,10171.097976018165,,41.13967070590483,47.49820551565496,0.46956086077264114,0.555543144158324,-28.907576060071733,-24.484833454941057,-4.422742605130676
2019-09-22 05:00:00,10016.78,10023.56,9943.05,9983.33,3828.54,2019-09-22 08:59:59,10060.903634471651,10164.941648935603,,38.89124819247734,46.04364161611952,0.2964344852854619,0.44075331503629883,-35.15632866178021,-26.619132496308886,-8.537196165471322
2019-09-22 09:00:00,9992.7,10001.98,9862.81,9872.07,4561.077,2019-09-22 12:59:59,10023.136907577322,10155.339299790174,,32.52722008729626,43.83635877650308,0.13096752957491614,0.2989876252110064,-48.52687467552096,-31.0006809321513,-17.526193743369657
2019-09-22 13:00:00,9872.0,10053.56,9857.0,10023.53,3791.352,2019-09-22 16:59:59,10023.215526061858,10151.01768340361,,45.5819226417742,43.22314240258555,0.1982413136676012,0.20854777617599307,-46.367081670039624,-34.07396107972897,-12.293120590310657
2019-09-22 17:00:00,10024.91,10089.52,9978.96,10001.83,3755.569,2019-09-22 20:59:59,10018.938420849487,10146.126283947753,,44.26061990540664,42.42739510000985,0.39512154842230657,0.24144346388827465,-45.87759049286615,-36.4346869623564,-9.442903530509746
2019-09-22 21:00:00,10000.53,10057.43,9932.01,9989.89,3816.779,2019-09-23 00:59:59,10013.12873667959,10141.003782834712,,43.51320789455665,41.88219266118766,0.5794606054761117,0.3909411558553398,-45.92374309772822,-38.332498189430765,-7.591244908297455
2019-09-23 01:00:00,9990.0,10025.0,9949.2,9987.48,4011.848,2019-09-23 04:59:59,10007.998989343672,10135.970216184392,,43.354071370499504,41.660930614979804,0.5628881222698442,0.5124900920560874,-45.62880575854433,-39.79175970325348,-5.837046055290848
2019-09-23 05:00:00,9987.61,10073.46,9982.6,10023.04,3979.729,2019-09-23 08:59:59,10011.007191474939,10132.26758614556,,46.46517546719219,42.02867699900103,0.6118906214762904,0.5847464497407487,-42.041047948543564,-40.2416173523115,-1.7994305962320638
2019-09-23 09:00:00,10027.69,10046.91,9950.0,9975.58,4722.711,2019-09-23 12:59:59,10003.921753179951,10127.130288239146,,43.06558314917304,42.088746601586735,0.613461294401031,0.5960800127157219,-42.537009231895354,-40.70069572822827,-1.8363135036670855
2019-09-23 13:00:00,9978.57,9983.81,9878.51,9904.0,3827.303,2019-09-23 16:59:59,9983.937402543961,10119.814541083764,,38.49141827206421,41.79449633116,0.5568846340486481,0.5940788499753232,-48.15091611506614,-42.19073980559584,-5.960176309470299
2019-09-23 17:00:00,9904.0,9968.49,9904.0,9915.09,3484.654,2019-09-23 20:59:59,9970.167922035169,10113.102261048232,,39.56247552196431,41.86907714554744,0.4792536329257214,0.5498665204584668,-51.115875455272544,-43.97576693553118,-7.140108519741361
2019-09-23 21:00:00,9914.11,9951.05,9708.91,9867.06,7566.861,2019-09-24 00:59:59,9949.546337628135,10105.035301669603,,36.590716374483804,42.32057673301273,0.39052449547149753,0.4755542541486224,-56.68778518956242,-46.51817058633743,-10.169614603224986
2019-09-24 01:00:00,9867.54,9883.89,9779.0,9805.1,4499.082,2019-09-24 04:59:59,9920.657070102508,10095.201357352566,,33.13310778331997,40.937375082073366,0.2799224395748904,0.38323352265736976,-65.34990495073362,-50.28451745921667,-15.065387491516944
2019-09-24 05:00:00,9804.39,9836.28,9620.0,9701.96,7826.451,2019-09-24 08:59:59,9876.917656082007,10082.308198095103,,28.333501941999117,39.167695308361424,0.11167070673666546,0.2607058805943511,-79.6194300633233,-56.151499980038004,-23.467930083285303
2019-09-24 09:00:00,9701.1,9792.83,9603.5,9718.71,4279.612,2019-09-24 12:59:59,9845.276124865606,10070.386945698541,,30.104288822651114,37.677815411483024,0.04704432343801277,0.1462124899165229,-88.55573116220876,-62.63234621647216,-25.9233849457366
2019-09-24 13:00:00,9718.63,9791.07,9689.0,9755.67,2594.573,2019-09-24 16:59:59,9827.354899892485,10060.068357314984,,33.98064119508982,36.63632316977084,0.13637141884036705,0.09836214967168176,-91.59954847715198,-68.42578666860813,-23.17376180854386
2019-09-24 17:00:00,9754.05,9768.0,9680.27,9726.09,3996.677,2019-09-24 20:59:59,9807.101919913988,10049.118247239081,,32.430479567891624,35.076912514293,0.2116904017645477,0.13170204801430918,-95.30009425407843,-73.80064818570219,-21.499446068376244
2019-09-24 21:00:00,9725.67,9729.07,9408.47,9530.0,15301.878,2019-09-25 00:59:59,9751.681535931191,10032.0979768378,,24.463330326780792,33.0099955340272,0.17913619253887833,0.175732671047931,-112.75584841828822,-81.5916882322194,-31.164160186068827
2019-09-25 01:00:00,8683.2,8689.49,8645.61,8645.61,10.814,2019-09-25 04:59:59,9530.467228744954,9986.639354646397,,11.154040831182556,29.97250915170701,0.07531898292418067,0.1553818590758689,-195.69667178434247,-104.412684942644,-91.28398684169846
2019-09-25 05:00:00,8358.01,8755.44,8137.09,8495.83,23548.671,2019-09-25 08:59:59,9323.539782995964,9937.760359412088,,10.147159127077003,26.7041406633862,0.0,0.08481839182101965,-270.396898959636,-137.60952774604243,-132.7873712135936
2019-09-25 09:00:00,8493.32,8725.24,8492.65,8565.61,8267.585,2019-09-25 12:59:59,9171.953826396772,9892.771823037921,,14.040324131951351,24.198541525327038,0.03573217369964249,0.037017052207941055,-320.27477610313144,-174.14257741746025,-146.1321986856712
2019-09-25 13:00:00,8565.52,8589.25,8200.0,8322.35,7839.039,2019-09-25 16:59:59,9002.033061117418,9841.282582938318,,12.075979104892511,21.85886056105732,0.055263485167457736,0.03033188628903341,-375.10838610326937,-214.33573915462205,-160.77264694864732
2019-09-25 17:00:00,8325.28,8546.73,8215.0,8327.38,7480.944,2019-09-25 20:59:59,8867.102448893935,9791.646432678044,,12.349052392838118,20.082810611150542,0.0802152624003534,0.05707030708915121,-413.3931986549069,-254.14723105467903,-159.24596760022786
2019-09-25 21:00:00,8324.27,8460.0,8242.61,8293.28,9081.314,2019-09-26 00:59:59,8752.337959115148,9742.519664393518,,12.075248984233852,18.079583962437514,0.0663321353138553,0.06727029429388881,-441.39761648134845,-291.59730814001296,-149.8003083413355
2019-09-26 01:00:00,8295.79,8408.31,8223.71,8346.96,6397.273,2019-09-26 04:59:59,8671.262367292118,9696.76360982324,,15.26043117377138,15.999560626735464,0.11125599527468504,0.08593446432963125,-454.0260621689449,-324.0830589457994,-129.94300322314552
2019-09-26 05:00:00,8346.96,8628.44,8332.41,8430.07,9155.947,2019-09-26 08:59:59,8623.023893833695,9655.232671796248,,20.087288446141855,14.628094946541047,0.22532613813860994,0.13430475624238344,-452.11619981969307,-349.6896871205781,-102.42651269911494
2019-09-26 09:00:00,8428.15,8443.55,8316.61,8361.8,4251.146,2019-09-26 12:59:59,8570.779115066956,9612.825043212762,,19.12365807111425,14.034798029244762,0.32902174782622917,0.22186796041317472,-450.9135874398562,-369.93446718443374,-80.97912025542246
2019-09-26 13:00:00,8361.82,8431.0,8335.72,8379.0,3154.622,2019-09-26 16:59:59,8532.423292053565,9572.371763107427,,20.16280666344143,15.03577201060686,0.40464468874646536,0.31966419157043485,-443.4606736101832,-384.63970846958364,-58.82096514059958
2019-09-26 17:00:00,8378.75,8464.4,8367.89,8387.08,3514.373,2019-09-26 20:59:59,8503.354633642852,9533.50973808751,,20.67840934314148,16.205910923502913,0.4129120622858243,0.3821928329528396,-431.92325481359876,-394.0964177383867,-37.82683707521204
2019-09-26 21:00:00,8387.0,8438.88,7825.89,7921.82,21856.29,2019-09-27 00:59:59,8387.047706914282,9480.667451592837,,14.765248383563815,16.286458062570965,0.3564488110469415,0.3913351873597437,-455.0765220833582,-406.29243860738103,-48.784083475977184
2019-09-27 01:00:00,7924.55,8160.5,7700.67,8131.12,22026.303,2019-09-27 04:59:59,8335.862165531425,9436.419994163563,,25.136494221965165,17.73762640891237,0.5497040320313937,0.4396883017880531,-451.3341927695419,-415.30078943981323,-36.033403329728685
2019-09-27 05:00:00,8131.23,8157.0,8010.0,8060.15,5263.211,2019-09-27 08:59:59,8280.719732425141,9391.296387797544,,24.067122589399233,19.039634208530273,0.7119673497286186,0.539373397602318,-448.920183275588,-422.02466820696816,-26.89551506861983
2019-09-27 09:00:00,8061.98,8093.21,7940.37,8019.99,4893.075,2019-09-27 12:59:59,8228.573785940112,9346.335522623853,,23.458937357260623,20.304488472199914,0.9389137125411416,0.7335283647670513,-445.11661249513236,-426.64305706460107,-18.47355543053129
2019-09-27 13:00:00,8019.15,8081.49,7951.77,8060.01,3443.524,2019-09-27 16:59:59,8194.86102875209,9304.16091532471,,25.479876926790453,21.43998244475759,0.9389137125411416,0.8632649249369674,-433.8715742768836,-428.0887605070576,-5.782813769826021
2019-09-27 17:00:00,8060.0,8128.78,7951.37,7988.08,6616.751,2019-09-27 20:59:59,8153.504823001672,9261.010721379636,,24.241003076670978,21.90150629259416,0.9318873168941285,0.936571580658804,-425.8549594417673,-427.64200029399956,1.7870408522322805
2019-09-27 21:00:00,7984.71,8097.0,7851.94,7977.1,11382.027,2019-09-28 00:59:59,8118.223858401338,9218.91528789178,,24.048782525451173,22.448742343076038,0.9336058098018962,0.934802279745722,-415.59698531805043,-425.2329972988098,9.63601198075935
2019-09-28 01:00:00,7976.3,8060.01,7934.73,7990.7,6032.962,2019-09-28 04:59:59,8092.719086721071,9178.645934190408,,24.843725050235633,22.96884438605317,0.9177865997181115,0.927759908804712,-401.73906273886496,-420.53421038682086,18.7951476479559
2019-09-28 05:00:00,7990.01,8260.0,7980.0,8176.52,7666.314,2019-09-28 08:59:59,8109.479269376858,9145.789346184165,,34.87361550226851,24.546089514845065,0.9485937173650534,0.9333287089616871,-371.480245188347,-410.7234173471261,39.24317215877909
2019-09-28 09:00:00,8178.26,8211.21,8120.02,8164.01,3244.046,2019-09-28 12:59:59,8120.385415501487,9113.599859424028,,34.539423871549346,26.743220124621235,0.9786409462490436,0.9483404211107361,-344.5377500112936,-397.4862838799596,52.948533868666004
2019-09-28 13:00:00,8164.51,8222.11,8141.18,8211.76,2915.339,2019-09-28 16:59:59,8138.660332401189,9084.031339442912,,37.02027170423168,28.06363984487307,0.9944601563328282,0.9738982733156417,-315.69348455905765,-381.1277240157792,65.43423945672157
2019-09-28 17:00:00,8212.47,8243.54,8124.03,8133.23,3799.958,2019-09-28 20:59:59,8137.574265920952,9052.857525034948,,34.691684048240035,29.244146673633153,0.9595828221621779,0.9775613082480166,-295.7615559619044,-364.05449040500423,68.29293444309985
2019-09-28 21:00:00,8132.68,8135.7,8001.14,8064.07,7324.607,2019-09-29 00:59:59,8122.8734127367625,9020.438261919047,,32.73861599811889,30.275222078172963,0.9009924895478073,0.9516784893476045,-282.2919075628588,-347.7019738365751,65.41006627371632
2019-09-29 01:00:00,8067.1,8179.0,8038.28,8146.66,4763.487,2019-09-29 04:59:59,8127.63073018941,8991.789794315144,,37.27967805520979,31.586311092441786,0.9009924895478073,0.9205226004192643,-261.9333863663096,-330.548256342522,68.61486997621239
2019-09-29 05:00:00,8145.7,8311.0,8057.35,8195.38,11773.482,2019-09-29 08:59:59,8141.180584151529,8965.67799778022,,39.85912088452956,33.321657515537176,0.9358698237184577,0.9126182676046909,-239.11148643891102,-312.2609023617998,73.1494159228888
